station_a,station_b,train_before,train_after,headway_minutes
LTT,MDU,16569,15500,285.0
LTT,MDU,15500,15771,105.0
LTT,MDU,15771,15501,90.0
LTT,MDU,15501,15463,390.0
LTT,MDU,15463,16398,45.0
LTT,PURI,15484,15500,0.0
LTT,R,15464,15483,585.0
LTT,R,15483,15476,135.0
LTT,R,15476,15501,195.0
LTT,R,15501,15502,195.0
LTT,VSKP,15460,15503,585.0
HWH,SDAH,15545,15592,45.0
HWH,SDAH,15592,15507,345.0
HWH,SDAH,15507,15526,525.0
HWH,SDAH,15526,15527,195.0
HWH,SBC,15508,15519,585.0
HWH,YPR,15649,15509,480.0
HWH,YPR,15509,15511,390.0
HWH,MAS,15546,15706,240.0
HWH,MAS,15706,15508,90.0
HWH,MAS,15508,15510,390.0
HWH,MAS,15510,15527,195.0
HWH,MS,15552,15649,435.0
HWH,MS,15649,15763,390.0
HWH,MS,15763,15364,135.0
HWH,MS,15364,15511,345.0
HWH,HYB,15512,15544,0.0
HWH,HYB,15544,15820,960.0
HWH,SC,15528,15536,0.0
HWH,SC,15536,15513,195.0
HWH,SC,15513,15547,390.0
HWH,SC,15547,15509,330.0
HWH,LKO,15528,15514,390.0
HWH,LKO,15514,15877,765.0
HWH,VGLJ,15545,15530,195.0
HWH,VGLJ,15530,15549,525.0
HWH,VGLJ,15549,15511,390.0
HWH,VGLJ,15511,15519,0.0
HWH,PNBE,15520,15537,195.0
HWH,PNBE,15537,16105,240.0
HWH,PNBE,16105,12023,285.0
HWH,PNBE,12023,12273,0.0
HWH,PNBE,12273,12301,0.0
HWH,PNBE,12301,12303,0.0
HWH,PNBE,12303,12305,0.0
HWH,PNBE,12305,22347,0.0
HWH,RNC,15521,15529,0.0
HWH,TATA,15512,15521,195.0
HWH,TATA,15521,15522,195.0
HWH,TATA,15522,15531,195.0
HWH,TATA,15531,16162,45.0
HWH,TATA,16162,15550,480.0
HWH,JAT,15546,16219,435.0
HWH,JAT,16219,15526,285.0
HWH,JAT,15526,15478,240.0
HWH,SVDK,15538,15527,915.0
HWH,JP,15528,15552,0.0
HWH,JP,15552,15514,390.0
HWH,JP,15514,15530,0.0
HWH,JP,15530,15533,525.0
HWH,JP,15533,16333,240.0
HWH,KOTA,15991,15529,90.0
HWH,KOTA,15529,15522,195.0
HWH,KOTA,15522,15877,765.0
HWH,INDB,15553,15515,390.0
HWH,INDB,15515,15531,0.0
HWH,INDB,15531,15534,525.0
HWH,ST,15991,16447,0.0
HWH,ST,16447,15136,135.0
HWH,ST,15136,15592,0.0
HWH,ST,15592,16048,0.0
HWH,ST,16048,16504,0.0
HWH,ST,16504,15554,150.0
HWH,ST,15554,15193,45.0
HWH,ST,15193,15649,0.0
HWH,ST,15649,16105,0.0
HWH,ST,16105,16561,0.0
HWH,ST,16561,15539,150.0
HWH,ST,15539,15250,45.0
HWH,ST,15250,15706,0.0
HWH,ST,15706,16162,0.0
HWH,ST,16162,16618,0.0
HWH,ST,16618,15516,90.0
HWH,ST,15516,15307,105.0
HWH,ST,15307,15763,0.0
HWH,ST,15763,16219,0.0
HWH,ST,16219,16675,0.0
HWH,ST,16675,15364,135.0
HWH,ST,15364,15820,0.0
HWH,ST,15820,16276,0.0
HWH,ST,16276,16732,0.0
HWH,ST,16732,15534,150.0
HWH,ST,15534,15421,45.0
HWH,ST,15421,15877,0.0
HWH,ST,15877,16333,0.0
HWH,ST,16333,15535,150.0
HWH,ST,15535,15478,45.0
HWH,ST,15478,15934,0.0
HWH,ST,15934,16390,0.0
HWH,RJT,15536,15523,585.0
HWH,PUNE,15536,15537,195.0
HWH,PUNE,15537,15515,390.0
HWH,PUNE,15515,15517,330.0
HWH,NGP,15538,16105,45.0
HWH,NGP,16105,16561,0.0
HWH,NGP,16561,15507,150.0
HWH,NGP,15507,15763,240.0
HWH,NGP,15763,16390,525.0
HWH,MYS,15537,15540,525.0
HWH,MYS,15540,15548,0.0
HWH,MYS,15548,15518,390.0
HWH,UBL,15540,15541,195.0
HWH,TVC,15532,15542,390.0
HWH,MDU,15520,15546,390.0
HWH,MDU,15546,15539,195.0
HWH,PURI,15136,15548,480.0
HWH,PURI,15548,22895,0.0
HWH,PURI,22895,15541,195.0
HWH,PURI,15541,16732,45.0
HWH,R,15521,15540,525.0
HWH,R,15540,15533,195.0
HWH,R,15533,15549,0.0
HWH,VSKP,15517,15551,390.0
SDAH,YPR,15568,15602,510.0
SDAH,YPR,15602,15659,195.0
SDAH,YPR,15659,15556,15.0
SDAH,YPR,15556,15412,120.0
SDAH,YPR,15412,15678,390.0
SDAH,VGLJ,15568,15488,120.0
SDAH,VGLJ,15488,15944,0.0
SDAH,VGLJ,15944,16400,0.0
SDAH,VGLJ,16400,15089,195.0
SDAH,VGLJ,15089,15545,0.0
SDAH,VGLJ,15545,16001,0.0
SDAH,VGLJ,16001,16457,0.0
SDAH,VGLJ,16457,15146,195.0
SDAH,VGLJ,15146,15602,0.0
SDAH,VGLJ,15602,15906,0.0
SDAH,VGLJ,15906,16058,0.0
SDAH,VGLJ,16058,16514,0.0
SDAH,VGLJ,16514,15587,75.0
SDAH,VGLJ,15587,15203,120.0
SDAH,VGLJ,15203,15659,0.0
SDAH,VGLJ,15659,16115,0.0
SDAH,VGLJ,16115,16571,0.0
SDAH,VGLJ,16571,15260,135.0
SDAH,VGLJ,15260,15716,0.0
SDAH,VGLJ,15716,16172,0.0
SDAH,VGLJ,16172,16628,0.0
SDAH,VGLJ,16628,15317,195.0
SDAH,VGLJ,15317,15773,0.0
SDAH,VGLJ,15773,16077,0.0
SDAH,VGLJ,16077,16229,0.0
SDAH,VGLJ,16229,16685,0.0
SDAH,VGLJ,16685,15566,75.0
SDAH,VGLJ,15566,15374,120.0
SDAH,VGLJ,15374,15830,0.0
SDAH,VGLJ,15830,16286,0.0
SDAH,VGLJ,16286,16742,0.0
SDAH,VGLJ,16742,15431,195.0
SDAH,VGLJ,15431,15887,0.0
SDAH,VGLJ,15887,16343,0.0
SDAH,TATA,15569,15578,195.0
SDAH,TATA,15578,15588,330.0
SDAH,TATA,15588,16020,120.0
SDAH,TATA,16020,16172,0.0
SDAH,TATA,16172,15165,195.0
SDAH,TATA,15165,15830,195.0
SDAH,SVDK,15527,16305,210.0
SDAH,SVDK,16305,15595,270.0
SDAH,SVDK,15595,16324,255.0
SDAH,SVDK,16324,15574,270.0
SDAH,SVDK,15574,16325,45.0
SDAH,ST,15592,15336,120.0
SDAH,ST,15336,16362,390.0
SDAH,ST,16362,15596,210.0
SDAH,ST,15596,15716,120.0
SDAH,ST,15716,16476,0.0
SDAH,ST,16476,15573,75.0
SDAH,ST,15573,15581,0.0
SDAH,ST,15581,16134,315.0
SDAH,UBL,15184,15849,195.0
SDAH,UBL,15849,15588,405.0
SDAH,UBL,15588,15597,195.0
SDAH,UBL,15597,16533,120.0
SDAH,UBL,16533,16438,195.0
SDAH,UBL,16438,16039,195.0
SDAH,TVC,16439,16040,135.0
SDAH,TVC,16040,16609,75.0
SDAH,TVC,16609,15185,120.0
SDAH,TVC,15185,16610,195.0
SDAH,TVC,16610,15589,285.0
SDAH,VSKP,15574,15598,0.0
SBC,YPR,15625,15602,195.0
SBC,YPR,15602,15690,240.0
SBC,SC,15642,15604,330.0
SBC,SC,15604,22691,0.0
SBC,SC,22691,15606,390.0
SBC,SC,15606,15861,45.0
SBC,SC,15861,15623,150.0
SBC,VGLJ,15519,15625,90.0
SBC,VGLJ,15625,15602,195.0
SBC,VGLJ,15602,15612,330.0
SBC,VGLJ,15612,15644,0.0
SBC,VGLJ,15644,15606,390.0
SBC,TATA,15626,16089,45.0
SBC,TATA,16089,15635,150.0
SBC,TATA,15635,15747,240.0
SBC,TATA,15747,15645,90.0
SBC,TATA,15645,15607,390.0
SBC,TATA,15607,15615,0.0
SBC,SVDK,15620,16317,435.0
SBC,ST,16431,16032,135.0
SBC,ST,16032,16488,0.0
SBC,ST,16488,15177,195.0
SBC,ST,15177,15611,150.0
SBC,ST,15611,15627,0.0
SBC,ST,15627,15630,525.0
SBC,UBL,15634,16602,240.0
SBC,UBL,16602,15291,195.0
SBC,TVC,15635,15646,525.0
SBC,VSKP,15644,15631,585.0
MAS,MS,15723,15755,120.0
MAS,MS,15755,15693,210.0
MAS,MS,15693,15261,120.0
MAS,MS,15261,15774,195.0
MAS,SC,15560,15850,270.0
MAS,SC,15850,15699,75.0
MAS,SC,15699,15707,0.0
MAS,SC,15707,15718,525.0
MAS,SC,15718,15845,45.0
MAS,SC,15845,15695,150.0
MAS,SC,15695,15831,120.0
MAS,VGLJ,15720,16073,435.0
MAS,VGLJ,16073,16059,270.0
MAS,VGLJ,16059,15716,15.0
MAS,VGLJ,15716,15701,195.0
MAS,VGLJ,15701,16078,315.0
MAS,PNBE,15945,16097,0.0
MAS,PNBE,16097,15907,390.0
MAS,PNBE,15907,15708,15.0
MAS,PNBE,15708,16116,120.0
MAS,PNBE,16116,15702,270.0
MAS,RNC,16705,16154,195.0
MAS,RNC,16154,15218,120.0
MAS,RNC,15218,16130,0.0
MAS,RNC,16130,15700,90.0
MAS,RNC,15700,15788,240.0
MAS,RNC,15788,15109,75.0
MAS,RNC,15109,15869,0.0
MAS,RNC,15869,15703,270.0
MAS,RNC,15703,15983,120.0
MAS,RNC,15983,16135,0.0
MAS,TATA,15704,15721,195.0
MAS,TATA,15721,15660,645.0
MAS,TATA,15660,16173,195.0
MAS,TATA,16173,15702,75.0
MAS,TATA,15702,15375,315.0
MAS,SVDK,16249,16306,195.0
MAS,SVDK,16306,15709,405.0
MAS,SVDK,15709,16325,120.0
MAS,SVDK,16325,15527,390.0
MAS,ST,15959,15706,285.0
MAS,ST,15706,15716,330.0
MAS,ST,15716,15725,195.0
MAS,ST,15725,16477,120.0
MAS,ST,16477,15710,75.0
MAS,RJT,16529,15674,195.0
MAS,RJT,15674,16515,75.0
MAS,RJT,16515,15694,405.0
MAS,RJT,15694,15718,0.0
MAS,RJT,15718,15389,45.0
MAS,PUNE,15584,15489,195.0
MAS,PUNE,15489,15707,270.0
MAS,PUNE,15707,15726,525.0
MAS,PUNE,15726,15845,45.0
MAS,PUNE,15845,16230,75.0
MAS,PUNE,16230,16534,0.0
MAS,PUNE,16534,15719,75.0
MAS,PUNE,15719,16287,120.0
MAS,NGP,15720,16553,315.0
MAS,NGP,16553,12433,405.0
MAS,NGP,12433,12621,0.0
MAS,NGP,12621,15735,585.0
MAS,MYS,16415,15128,15.0
MAS,MYS,15128,15888,0.0
MAS,MYS,15888,15722,270.0
MAS,MYS,15722,16073,45.0
MAS,MYS,16073,16002,75.0
MAS,MYS,16002,16458,0.0
MAS,MYS,16458,16586,120.0
MAS,MYS,16586,16515,75.0
MAS,MYS,16515,15708,15.0
MAS,MYS,15708,20607,0.0
MAS,MYS,20607,16724,120.0
MAS,MYS,16724,15719,465.0
MAS,MYS,15719,15727,0.0
MAS,MYS,15727,16591,120.0
MAS,UBL,16344,15394,390.0
MAS,UBL,15394,15723,75.0
MAS,UBL,15723,16173,450.0
MAS,UBL,16173,15711,270.0
MAS,UBL,15711,15679,120.0
MAS,TVC,16040,15185,195.0
MAS,TVC,15185,15850,195.0
MAS,TVC,15850,16610,0.0
MAS,TVC,16610,15724,210.0
MAS,TVC,15724,16534,510.0
MAS,TVC,16534,15703,75.0
MAS,TVC,15703,16439,120.0
MAS,MDU,15728,16648,120.0
MAS,MDU,16648,15729,75.0
MAS,MDU,15729,15546,315.0
MAS,MDU,15546,16268,330.0
MAS,MDU,16268,16629,195.0
MAS,MDU,16629,15710,75.0
MAS,PURI,15712,16648,120.0
MAS,PURI,16648,15641,195.0
MAS,PURI,15641,15730,75.0
MAS,PURI,15730,16610,120.0
MAS,PURI,16610,15451,195.0
MAS,PURI,15451,16211,0.0
MAS,PURI,16211,16667,0.0
MAS,PURI,16667,16325,330.0
MAS,R,15704,16401,315.0
MAS,R,16401,15730,75.0
MAS,R,15730,15731,195.0
MAS,R,15731,16586,45.0
MAS,R,16586,15299,75.0
MAS,R,15299,16116,135.0
MAS,R,16116,16572,0.0
MAS,R,16572,15774,390.0
MAS,R,15774,15711,75.0
MAS,VSKP,15503,16643,720.0
MAS,VSKP,16643,15733,90.0
MAS,VSKP,15733,16244,45.0
MAS,VSKP,16244,16301,195.0
MS,SC,15737,15738,195.0
MS,SC,15738,15210,240.0
MS,SC,15210,15756,90.0
MS,SC,15756,15764,0.0
MS,SC,15764,15780,240.0
MS,SC,15780,15837,195.0
MS,SC,15837,15775,150.0
MS,VGLJ,15744,15777,195.0
MS,VGLJ,15777,16065,240.0
MS,VGLJ,16065,15739,150.0
MS,VGLJ,15739,15773,330.0
MS,VGLJ,15773,15758,195.0
MS,PNBE,15745,15765,720.0
MS,RNC,15746,16122,240.0
MS,RNC,16122,15757,285.0
MS,TATA,15778,15747,195.0
MS,TATA,15747,16122,45.0
MS,TATA,16122,15740,90.0
MS,TATA,15740,16179,105.0
MS,TATA,16179,15749,90.0
MS,TATA,15749,15324,45.0
MS,TATA,15324,15759,345.0
MS,SVDK,15752,15766,1110.0
MS,ST,15744,15763,585.0
MS,ST,15763,15759,720.0
MS,ST,15759,15767,0.0
MS,RJT,15761,16521,240.0
MS,RJT,16521,15751,870.0
MS,PUNE,15745,15762,195.0
MS,PUNE,15762,15764,330.0
MS,PUNE,15764,15743,585.0
MS,MYS,15776,15746,390.0
MS,MYS,15746,16578,240.0
MS,MYS,16578,15765,285.0
MS,UBL,15768,16578,630.0
MS,UBL,16578,15723,195.0
MS,UBL,15723,15766,285.0
MS,TVC,15760,15767,1305.0
MS,PURI,15769,15773,720.0
MS,R,15768,15761,195.0
MS,R,15761,15749,720.0
MS,R,15749,15774,195.0
MS,VSKP,15776,15745,195.0
HYB,SC,15794,12723,330.0
HYB,SC,12723,15780,0.0
HYB,SC,15780,15813,195.0
HYB,SC,15813,15821,0.0
HYB,SC,15821,15829,240.0
HYB,LKO,15781,15813,0.0
HYB,LKO,15813,15316,45.0
HYB,LKO,15316,15886,390.0
HYB,VGLJ,15786,16057,45.0
HYB,VGLJ,16057,12723,285.0
HYB,VGLJ,12723,15796,0.0
HYB,VGLJ,15796,15815,585.0
HYB,PNBE,15787,15658,45.0
HYB,PNBE,15658,16114,0.0
HYB,PNBE,16114,15373,525.0
HYB,RNC,15788,15814,390.0
HYB,RNC,15814,15829,45.0
HYB,TATA,15816,16171,825.0
HYB,TATA,16171,15789,90.0
HYB,TATA,15789,15797,0.0
HYB,TATA,15797,15806,195.0
HYB,JAT,15793,16285,960.0
HYB,SVDK,15794,15430,840.0
HYB,JP,15818,15795,195.0
HYB,JP,15795,15780,135.0
HYB,JP,15780,15799,585.0
HYB,JP,15799,15815,0.0
HYB,JP,15815,16342,45.0
HYB,KOTA,15796,15807,585.0
HYB,INDB,15800,15819,585.0
HYB,INDB,15819,15781,330.0
HYB,INDB,15781,15798,195.0
HYB,INDB,15798,15791,195.0
HYB,ST,15801,15820,525.0
HYB,ST,15820,15782,390.0
HYB,RJT,15808,16513,435.0
HYB,RJT,16513,15803,150.0
HYB,PUNE,15800,15802,390.0
HYB,PUNE,15802,15804,330.0
HYB,PUNE,15804,15821,195.0
HYB,PUNE,15821,15783,390.0
HYB,NGP,15792,16000,240.0
HYB,NGP,16000,16456,0.0
HYB,NGP,16456,16513,195.0
HYB,NGP,16513,12723,285.0
HYB,NGP,12723,15805,195.0
HYB,NGP,15805,15886,435.0
HYB,MAO,15784,16570,630.0
HYB,MAO,16570,16171,195.0
HYB,MAO,16171,15806,285.0
HYB,MAO,15806,16342,240.0
HYB,MYS,15784,15803,585.0
HYB,MYS,15803,15807,720.0
HYB,TVC,15809,15817,0.0
HYB,MDU,15785,15786,195.0
HYB,MDU,15786,15805,525.0
HYB,MDU,15805,15813,0.0
HYB,R,15816,15818,390.0
HYB,R,15818,15787,195.0
HYB,R,15787,15806,525.0
HYB,VSKP,15802,15818,0.0
SC,VGLJ,15834,15827,195.0
SC,VGLJ,15827,12723,135.0
SC,VGLJ,12723,12724,0.0
SC,VGLJ,12724,16060,120.0
SC,VGLJ,16060,15853,75.0
SC,VGLJ,15853,15830,195.0
SC,VGLJ,15830,15566,120.0
SC,VGLJ,15566,15422,120.0
SC,VGLJ,15422,15471,75.0
SC,VGLJ,15471,16079,0.0
SC,TATA,15984,16706,390.0
SC,TATA,16706,15835,75.0
SC,TATA,15835,16155,120.0
SC,TATA,16155,16163,120.0
SC,TATA,16163,15830,285.0
SC,TATA,15830,15854,0.0
SC,TATA,15854,15110,120.0
SC,TATA,15110,15870,0.0
SC,TATA,15870,16174,0.0
SC,SVDK,15479,15224,15.0
SC,SVDK,15224,15794,390.0
SC,SVDK,15794,15835,75.0
SC,SVDK,15835,16307,120.0
SC,SVDK,16307,16060,135.0
SC,SVDK,16060,16220,120.0
SC,SVDK,16220,16277,195.0
SC,SVDK,16277,16326,75.0
SC,SVDK,16326,15823,75.0
SC,ST,15824,15842,390.0
SC,ST,15842,15858,0.0
SC,ST,15858,16478,840.0
SC,ST,16478,15839,75.0
SC,UBL,16592,15825,75.0
SC,UBL,15825,15849,0.0
SC,UBL,15849,15129,120.0
SC,UBL,15129,15889,0.0
SC,UBL,15889,16003,390.0
SC,UBL,16003,16459,0.0
SC,UBL,16459,16516,135.0
SC,UBL,16516,16725,195.0
SC,TVC,15680,16592,0.0
SC,TVC,16592,16345,195.0
SC,TVC,16345,15850,75.0
SC,TVC,15850,15395,315.0
SC,TVC,15395,16611,0.0
SC,TVC,16611,16174,525.0
SC,VSKP,16448,16049,195.0
SC,VSKP,16049,15859,150.0
SC,VSKP,15859,15194,45.0
LKO,VGLJ,15872,15471,105.0
LKO,VGLJ,15471,15867,480.0
LKO,VGLJ,15867,15891,0.0
LKO,VGLJ,15891,15887,720.0
LKO,PNBE,16098,12391,90.0
LKO,PNBE,12391,12392,0.0
LKO,PNBE,12392,15868,0.0
LKO,PNBE,15868,15879,585.0
LKO,RNC,15869,15871,390.0
LKO,TATA,15873,15984,45.0
LKO,TATA,15984,15892,480.0
LKO,TATA,15892,16155,105.0
LKO,TATA,16155,15870,285.0
LKO,TATA,15870,15863,195.0
LKO,SVDK,15880,15875,585.0
LKO,SVDK,15875,16326,765.0
LKO,ST,15896,15881,195.0
LKO,ST,15881,15882,195.0
LKO,ST,15882,15877,525.0
LKO,RJT,15865,15884,525.0
LKO,PUNE,15897,15885,720.0
LKO,PUNE,15885,15878,195.0
LKO,NGP,15585,16554,195.0
LKO,NGP,16554,15886,480.0
LKO,MAO,15898,15887,915.0
LKO,MYS,15888,15927,105.0
LKO,MYS,15927,15890,285.0
LKO,MYS,15890,15898,0.0
LKO,MYS,15898,16497,45.0
LKO,MYS,16497,15879,870.0
LKO,UBL,15889,15882,195.0
LKO,UBL,15882,15129,45.0
LKO,UBL,15129,16725,720.0
LKO,TVC,15874,15890,0.0
LKO,TVC,15890,16611,435.0
LKO,MDU,15881,15899,390.0
LKO,MDU,15899,16554,45.0
LKO,MDU,16554,15900,90.0
LKO,MDU,15900,15243,105.0
LKO,MDU,15243,15894,285.0
LKO,MDU,15894,15813,45.0
LKO,PURI,15896,15883,585.0
LKO,R,15897,15882,195.0
LKO,R,15882,15875,195.0
LKO,R,15875,15642,45.0
LKO,R,15642,16611,195.0
LKO,R,16611,15901,90.0
LKO,R,15901,16212,45.0
LKO,R,16212,16668,0.0
LKO,R,16668,15863,345.0
LKO,R,15863,16326,45.0
CNB,GKP,15905,16033,240.0
CNB,VGLJ,15929,15906,195.0
CNB,VGLJ,15906,14175,330.0
CNB,VGLJ,14175,15910,390.0
CNB,PNBE,15936,15520,240.0
CNB,PNBE,15520,15907,345.0
CNB,PNBE,15907,16090,45.0
CNB,PNBE,16090,12301,90.0
CNB,PNBE,12301,12302,0.0
CNB,PNBE,12302,12303,0.0
CNB,PNBE,12303,12304,0.0
CNB,PNBE,12304,12305,0.0
CNB,PNBE,12305,12306,0.0
CNB,PNBE,12306,12309,0.0
CNB,PNBE,12309,12310,0.0
CNB,PNBE,12310,12367,0.0
CNB,PNBE,12367,12368,0.0
CNB,PNBE,12368,12393,0.0
CNB,PNBE,12393,12394,0.0
CNB,PNBE,12394,12801,0.0
CNB,PNBE,12801,12802,0.0
CNB,PNBE,12802,20817,0.0
CNB,PNBE,20817,20818,0.0
CNB,PPTA,12423,12424,0.0
CNB,PPTA,12424,20501,0.0
CNB,PPTA,20501,20502,0.0
CNB,RNC,15928,15908,720.0
CNB,RNC,15908,16147,105.0
CNB,TATA,15920,15930,390.0
CNB,TATA,15930,15909,525.0
CNB,TATA,15909,15911,390.0
CNB,FZR,15912,15931,585.0
CNB,FZR,15931,16261,570.0
CNB,SVDK,15937,15914,195.0
CNB,SVDK,15914,16318,960.0
CNB,JP,15913,15929,0.0
CNB,JP,15929,15915,390.0
CNB,JP,15915,15932,135.0
CNB,KOTA,16375,15921,90.0
CNB,KOTA,15921,15916,525.0
CNB,INDB,15905,15914,195.0
CNB,INDB,15914,15933,525.0
CNB,INDB,15933,15918,195.0
CNB,GWL,16432,15919,1065.0
CNB,ST,15921,15938,195.0
CNB,ST,15938,16489,45.0
CNB,ST,16489,15915,150.0
CNB,ST,15915,14175,135.0
CNB,ST,14175,15934,390.0
CNB,RJT,15922,15923,195.0
CNB,PUNE,15914,16546,240.0
CNB,PUNE,16546,15916,90.0
CNB,PUNE,15916,15924,0.0
CNB,PUNE,15924,15935,585.0
CNB,NGP,15906,15235,435.0
CNB,NGP,15235,15925,90.0
CNB,NGP,15925,15805,240.0
CNB,MAO,15926,16261,45.0
CNB,MYS,15936,15917,915.0
CNB,MYS,15917,15927,390.0
CNB,UBL,15928,15939,585.0
CNB,UBL,15939,15634,45.0
CNB,UBL,15634,16603,195.0
CNB,UBL,16603,16204,135.0
CNB,UBL,16204,16318,390.0
CNB,TVC,15929,15931,390.0
CNB,TVC,15931,15292,375.0
CNB,ERS,15937,15930,195.0
CNB,ERS,15930,15923,195.0
CNB,ERS,15923,15918,525.0
CNB,MDU,15463,16375,0.0
CNB,MDU,16375,15520,135.0
CNB,MDU,15520,15976,0.0
CNB,MDU,15976,16432,0.0
CNB,MDU,16432,15938,150.0
CNB,MDU,15938,15121,45.0
CNB,MDU,15121,15577,0.0
CNB,MDU,15577,16033,0.0
CNB,MDU,16033,16489,0.0
CNB,MDU,16489,15178,195.0
CNB,MDU,15178,15634,0.0
CNB,MDU,15634,16090,0.0
CNB,MDU,16090,16546,0.0
CNB,MDU,16546,15235,195.0
CNB,MDU,15235,15691,0.0
CNB,MDU,15691,16147,0.0
CNB,MDU,16147,16603,0.0
CNB,MDU,16603,15933,90.0
CNB,MDU,15933,15292,45.0
CNB,MDU,15292,15748,0.0
CNB,MDU,15748,16204,0.0
CNB,MDU,16204,16660,0.0
CNB,MDU,16660,15349,195.0
CNB,MDU,15349,15805,0.0
CNB,MDU,15805,16261,0.0
CNB,MDU,16261,16717,0.0
CNB,MDU,16717,15919,150.0
CNB,MDU,15919,15406,45.0
CNB,MDU,15406,15862,0.0
CNB,MDU,15862,16318,0.0
CNB,PURI,12801,12802,0.0
CNB,PURI,12802,15940,0.0
CNB,PURI,15940,15935,585.0
CNB,R,15920,15936,0.0
CNB,R,15936,15939,585.0
CNB,R,15939,15932,135.0
CNB,VSKP,15976,15938,150.0
CNB,VSKP,15938,16489,45.0
CNB,VSKP,16489,15916,285.0
CNB,GHY,12423,12424,0.0
CNB,GHY,12424,15940,0.0
CNB,GHY,15940,20501,0.0
CNB,GHY,20501,20502,0.0
CNB,GHY,20502,15691,105.0
CNB,GHY,15691,16603,0.0
CNB,GHY,16603,16660,135.0
CNB,GHY,16660,15406,390.0
BSB,GKP,15952,15320,120.0
BSB,GKP,15320,16025,315.0
BSB,GKP,16025,16042,75.0
BSB,GKP,16042,15700,330.0
BSB,GKP,15700,15943,465.0
BSB,GKP,15943,16023,120.0
BSB,VGLJ,15944,16080,120.0
BSB,VGLJ,16080,16082,510.0
BSB,VGLJ,16082,15948,90.0
BSB,VGLJ,15948,16061,315.0
BSB,VGLJ,16061,15967,270.0
BSB,PNBE,15472,15945,75.0
BSB,PNBE,15945,16099,510.0
BSB,PNBE,16099,12303,15.0
BSB,PNBE,12303,12304,0.0
BSB,PNBE,12304,12391,0.0
BSB,PNBE,12391,12392,0.0
BSB,PNBE,12392,13398,0.0
BSB,PNBE,13398,16118,510.0
BSB,PNBE,16118,15567,195.0
BSB,RNC,15472,15928,0.0
BSB,RNC,15928,16384,0.0
BSB,RNC,16384,15529,195.0
BSB,RNC,15529,15985,0.0
BSB,RNC,15985,16137,0.0
BSB,RNC,16137,16441,0.0
BSB,RNC,16441,15946,75.0
BSB,RNC,15946,15130,120.0
BSB,RNC,15130,15586,0.0
BSB,RNC,15586,16042,0.0
BSB,RNC,16042,16498,0.0
BSB,RNC,16498,15187,195.0
BSB,RNC,15187,15643,0.0
BSB,RNC,15643,16099,0.0
BSB,RNC,16099,16555,0.0
BSB,RNC,16555,13398,15.0
BSB,RNC,13398,16139,105.0
BSB,RNC,16139,15244,15.0
BSB,RNC,15244,15700,0.0
BSB,RNC,15700,16156,0.0
BSB,RNC,16156,16612,0.0
BSB,RNC,16612,15301,195.0
BSB,RNC,15301,15757,0.0
BSB,RNC,15757,16213,0.0
BSB,RNC,16213,16669,0.0
BSB,RNC,16669,15358,195.0
BSB,RNC,15358,15814,0.0
BSB,RNC,15814,16270,0.0
BSB,RNC,16270,16726,0.0
BSB,RNC,16726,15415,195.0
BSB,RNC,15415,15871,0.0
BSB,RNC,15871,16327,0.0
BSB,TATA,15968,15455,105.0
BSB,TATA,15455,15911,0.0
BSB,TATA,15911,16367,0.0
BSB,TATA,16367,15977,90.0
BSB,TATA,15977,15512,45.0
BSB,TATA,15512,16424,0.0
BSB,TATA,16424,15569,75.0
BSB,TATA,15569,15113,120.0
BSB,TATA,15113,16025,0.0
BSB,TATA,16025,16481,0.0
BSB,TATA,16481,15947,150.0
BSB,TATA,15947,15170,45.0
BSB,TATA,15170,15626,0.0
BSB,TATA,15626,16082,0.0
BSB,TATA,16082,16538,0.0
BSB,TATA,16538,15227,195.0
BSB,TATA,15227,15683,0.0
BSB,TATA,15683,16139,0.0
BSB,TATA,16139,16595,0.0
BSB,TATA,16595,16156,15.0
BSB,TATA,16156,15949,75.0
BSB,TATA,15949,15284,45.0
BSB,TATA,15284,15740,0.0
BSB,TATA,15740,16196,0.0
BSB,TATA,16196,16652,0.0
BSB,TATA,16652,15909,75.0
BSB,TATA,15909,15341,120.0
BSB,TATA,15341,15797,0.0
BSB,TATA,15797,16253,0.0
BSB,TATA,16253,16709,0.0
BSB,TATA,16709,15398,195.0
BSB,TATA,15398,15854,0.0
BSB,TATA,15854,16310,0.0
BSB,TATA,16310,16175,75.0
BSB,CDG,15969,15985,120.0
BSB,CDG,15985,16194,195.0
BSB,CDG,16194,16707,195.0
BSB,CDG,16707,15948,15.0
BSB,CDG,15948,16196,240.0
BSB,CDG,16196,16213,75.0
BSB,CDG,16213,15111,390.0
BSB,CDG,15111,15871,0.0
BSB,FZR,15168,15953,75.0
BSB,FZR,15953,15969,0.0
BSB,FZR,15969,15833,120.0
BSB,FZR,15833,15113,120.0
BSB,FZR,15113,16251,270.0
BSB,FZR,16251,15950,405.0
BSB,FZR,15950,16253,45.0
BSB,FZR,16253,16709,0.0
BSB,FZR,16709,16270,75.0
BSB,FZR,16270,16023,195.0
BSB,JAT,15945,16289,120.0
BSB,JAT,16289,15951,990.0
BSB,SVDK,15952,16025,435.0
BSB,SVDK,16025,15170,195.0
BSB,SVDK,15170,16308,210.0
BSB,SVDK,16308,16310,510.0
BSB,SVDK,16310,16327,75.0
BSB,JP,15953,15225,120.0
BSB,JP,15225,15970,75.0
